id_,date,week,business_distinct_code,business_area_code,business_area_name,store_name,address,lng,lat,type
ChIJqV1GXvyefDURCeU5YsVn5gA,2019-12-5,1,R,1001430,영등포전통시장,중앙약국,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9071759,37.5152738,health
ChIJqV1GXvyefDURCeU5YsVn5gA,2019-12-5,1,R,1001430,영등포전통시장,중앙약국,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9071759,37.5152738,point_of_interest
ChIJqV1GXvyefDURCeU5YsVn5gA,2019-12-5,1,R,1001430,영등포전통시장,중앙약국,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9071759,37.5152738,store
ChIJqV1GXvyefDURCeU5YsVn5gA,2019-12-5,1,R,1001430,영등포전통시장,중앙약국,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.9071759,37.5152738,establishment
ChIJW7lTX_yefDURtEIZt54qROA,2019-12-5,1,R,1001430,영등포전통시장,나이키 롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.907472,37.515446,clothing_store
ChIJW7lTX_yefDURtEIZt54qROA,2019-12-5,1,R,1001430,영등포전통시장,나이키 롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.907472,37.515446,point_of_interest
ChIJW7lTX_yefDURtEIZt54qROA,2019-12-5,1,R,1001430,영등포전통시장,나이키 롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.907472,37.515446,store
ChIJW7lTX_yefDURtEIZt54qROA,2019-12-5,1,R,1001430,영등포전통시장,나이키 롯데영등포점,"618-496 Yeongdeungpo-dong, Yeongdeungpo-gu",126.907472,37.515446,establishment
ChIJUaOwXfuefDURLoqqIwW1zMQ,2019-12-5,1,R,1001430,영등포전통시장,예산피제이경방타임스퀘어,"Yeongdeungpodong 4(sa)-ga, Yeongdeungpo-gu",126.9052836,37.5179283,clothing_store
ChIJUaOwXfuefDURLoqqIwW1zMQ,2019-12-5,1,R,1001430,영등포전통시장,예산피제이경방타임스퀘어,"Yeongdeungpodong 4(sa)-ga, Yeongdeungpo-gu",126.9052836,37.5179283,point_of_interest
ChIJUaOwXfuefDURLoqqIwW1zMQ,2019-12-5,1,R,1001430,영등포전통시장,예산피제이경방타임스퀘어,"Yeongdeungpodong 4(sa)-ga, Yeongdeungpo-gu",126.9052836,37.5179283,store
ChIJUaOwXfuefDURLoqqIwW1zMQ,2019-12-5,1,R,1001430,영등포전통시장,예산피제이경방타임스퀘어,"Yeongdeungpodong 4(sa)-ga, Yeongdeungpo-gu",126.9052836,37.5179283,establishment
ChIJzyfiXuOefDURPP_UR9e2hzs,2019-12-5,1,R,1001430,영등포전통시장,Beautiful Store Yeongdeungpo,"31 Yeongdeungpodong 3(sam)-ga, Yeongdeungpo-gu",126.9047463,37.5200922,point_of_interest
ChIJzyfiXuOefDURPP_UR9e2hzs,2019-12-5,1,R,1001430,영등포전통시장,Beautiful Store Yeongdeungpo,"31 Yeongdeungpodong 3(sam)-ga, Yeongdeungpo-gu",126.9047463,37.5200922,store
ChIJzyfiXuOefDURPP_UR9e2hzs,2019-12-5,1,R,1001430,영등포전통시장,Beautiful Store Yeongdeungpo,"31 Yeongdeungpodong 3(sam)-ga, Yeongdeungpo-gu",126.9047463,37.5200922,establishment
ChIJIYYwXPuefDUR8PvSLK21bX8,2019-12-5,1,R,1001430,영등포전통시장,E-Mart Yeongdeungpo Branch,SEOUL YEONGDEUNGPO-GU,126.903157,37.516927,supermarket
ChIJIYYwXPuefDUR8PvSLK21bX8,2019-12-5,1,R,1001430,영등포전통시장,E-Mart Yeongdeungpo Branch,SEOUL YEONGDEUNGPO-GU,126.903157,37.516927,grocery_or_supermarket
ChIJIYYwXPuefDUR8PvSLK21bX8,2019-12-5,1,R,1001430,영등포전통시장,E-Mart Yeongdeungpo Branch,SEOUL YEONGDEUNGPO-GU,126.903157,37.516927,food
ChIJIYYwXPuefDUR8PvSLK21bX8,2019-12-5,1,R,1001430,영등포전통시장,E-Mart Yeongdeungpo Branch,SEOUL YEONGDEUNGPO-GU,126.903157,37.516927,point_of_interest
ChIJIYYwXPuefDUR8PvSLK21bX8,2019-12-5,1,R,1001430,영등포전통시장,E-Mart Yeongdeungpo Branch,SEOUL YEONGDEUNGPO-GU,126.903157,37.516927,store
ChIJIYYwXPuefDUR8PvSLK21bX8,2019-12-5,1,R,1001430,영등포전통시장,E-Mart Yeongdeungpo Branch,SEOUL YEONGDEUNGPO-GU,126.903157,37.516927,establishment
ChIJRwIIpvuefDURF4i65diMf6Q,2019-12-5,1,R,1001430,영등포전통시장,"KYOBO Book Centre, Yeongdeungpo","2층, 타임스퀘어 멀티플렉스, 15 Yeongjung-ro, Yeongdeungpo-gu",126.9027662,37.5170529,book_store
ChIJRwIIpvuefDURF4i65diMf6Q,2019-12-5,1,R,1001430,영등포전통시장,"KYOBO Book Centre, Yeongdeungpo","2층, 타임스퀘어 멀티플렉스, 15 Yeongjung-ro, Yeongdeungpo-gu",126.9027662,37.5170529,point_of_interest
ChIJRwIIpvuefDURF4i65diMf6Q,2019-12-5,1,R,1001430,영등포전통시장,"KYOBO Book Centre, Yeongdeungpo","2층, 타임스퀘어 멀티플렉스, 15 Yeongjung-ro, Yeongdeungpo-gu",126.9027662,37.5170529,store
ChIJRwIIpvuefDURF4i65diMf6Q,2019-12-5,1,R,1001430,영등포전통시장,"KYOBO Book Centre, Yeongdeungpo","2층, 타임스퀘어 멀티플렉스, 15 Yeongjung-ro, Yeongdeungpo-gu",126.9027662,37.5170529,establishment
ChIJBcw-EtyffDURLAH6jQuYfGU,2019-12-5,1,R,1001430,영등포전통시장,홀리카홀리카 이마트 영등포점,"Yeongdeungpodong 4(sa)-ga, Yeongdeungpo-gu",126.902774,37.517009,point_of_interest
ChIJBcw-EtyffDURLAH6jQuYfGU,2019-12-5,1,R,1001430,영등포전통시장,홀리카홀리카 이마트 영등포점,"Yeongdeungpodong 4(sa)-ga, Yeongdeungpo-gu",126.902774,37.517009,store
ChIJBcw-EtyffDURLAH6jQuYfGU,2019-12-5,1,R,1001430,영등포전통시장,홀리카홀리카 이마트 영등포점,"Yeongdeungpodong 4(sa)-ga, Yeongdeungpo-gu",126.902774,37.517009,establishment
ChIJzw1EGouffDUR3Vd4rDv2QIw,2019-12-5,1,R,1001430,영등포전통시장,영등포 전자담배 베이프로 Vapero,"838 Gyeongin-ro, Yeongdeungpo-gu",126.9059666,37.5159121,point_of_interest
ChIJzw1EGouffDUR3Vd4rDv2QIw,2019-12-5,1,R,1001430,영등포전통시장,영등포 전자담배 베이프로 Vapero,"838 Gyeongin-ro, Yeongdeungpo-gu",126.9059666,37.5159121,store
ChIJzw1EGouffDUR3Vd4rDv2QIw,2019-12-5,1,R,1001430,영등포전통시장,영등포 전자담배 베이프로 Vapero,"838 Gyeongin-ro, Yeongdeungpo-gu",126.9059666,37.5159121,establishment
